driver_id,change_id,cause_id,group_id,contribution_amt,contribution_pct,direction,rank,inputs_json,data_source
SMPL002|202605|202606|nonrec_equities_and_options__equities|ELIGIBILITY|3,SMPL002|202605|202606|nonrec_equities_and_options__equities,ELIGIBILITY,nonrec_equities_and_options__equities,3.09,-0.01,UP,27,"{""excluded_reason_codes"": [""9E"", ""9G""], ""formula"": ""-(to_non_credited - from_non_credited) over all reason codes EXCEPT 9G (Inheritance) and 9E (Household), which carve their movement out of this driver \u2014 revenue moving to a non-credited reason code leaves credited revenue, and vice versa"", ""from_non_credited"": 148.96, ""from_txn_count"": 1, ""reason_codes"": [""91""], ""to_non_credited"": 145.87, ""to_txn_count"": 1}",REAL
SMPL002|202605|202606|nonrec_equities_and_options__equities|MIX|4,SMPL002|202605|202606|nonrec_equities_and_options__equities,MIX,nonrec_equities_and_options__equities,-3.09,0.01,DOWN,28,"{""change_amt"": 535.43, ""formula"": ""change_amt - sum(all attributed revenue drivers)"", ""sum_of_attributed_drivers"": 541.61}",DERIVED
SMPL002|202605|202606|__TOTAL__|MARKET|1,SMPL002|202605|202606|__TOTAL__,MARKET,__TOTAL__,0.0,-0.0,UP,29,"{""contribution"": 0.0, ""reason"": ""no index-return source""}",DUMMY
SMPL002|202605|202606|__TOTAL__|NET_FLOW|2,SMPL002|202605|202606|__TOTAL__,NET_FLOW,__TOTAL__,0.0,-0.0,UP,30,"{""contribution"": 0.0, ""reason"": ""flows feed stops 2026-01-30""}",DUMMY
SMPL002|202606|202607|rec_trails__mac|TIMING|1,SMPL002|202606|202607|rec_trails__mac,TIMING,rec_trails__mac,-7800.0,42.56,DOWN,1,"{""billing_cycle"": ""quarterly"", ""formula"": ""to_revenue - from_revenue (quarterly billing falls in one month only)"", ""from_revenue"": 7800.0, ""to_revenue"": 0}",REAL
SMPL002|202606|202607|rec_managed__unified_managed_account|BASELINE_LIMITED|1,SMPL002|202606|202607|rec_managed__unified_managed_account,BASELINE_LIMITED,rec_managed__unified_managed_account,-7640.98,41.69,DOWN,2,"{""account_absence_months"": 2, ""accounts_present_only_in_from_month"": [""SMPLACCT-2104""], ""accounts_present_only_in_to_month"": [], ""classification_rule"": ""Accounts with no recurring billing activity for 2 consecutive months (ACCOUNT_ABSENCE_MONTHS=2), evaluated at advisor level across recurring product lines; one-time and adjustment transactions (rev_nature ONE_TIME/ADJUSTMENT) never count as presence"", ""formula"": ""sum(credited_amt of unevaluable accounts present only in to-month) - sum(credited_amt of unevaluable accounts present only in from-month); recurring-class groups only \u2014 NEW/LOST_ACCOUNT need ACCOUNT_ABSENCE_MONTHS loaded months beyond the transition"", ""from_month_revenue_by_account"": {""SMPLACCT-2104"": 7640.98}, ""from_month_revenue_of_those_accounts"": 7640.98, ""presence_rev_natures_excluded"": [""ADJUSTMENT"", ""ONE_TIME""], ""reason"": ""fewer than 2 loaded months follow 202606 \u2014 an account going quiet here cannot be confirmed as genuinely lost"", ""to_month_revenue_by_account"": {}, ""to_month_revenue_of_those_accounts"": 0}",DERIVED
SMPL002|202606|202607|rec_managed__unified_managed_account|MIX|2,SMPL002|202606|202607|rec_managed__unified_managed_account,MIX,rec_managed__unified_managed_account,7515.34,-41.01,UP,3,"{""change_amt"": -15142.44, ""formula"": ""change_amt - sum(all attributed revenue drivers)"", ""sum_of_attributed_drivers"": -30173.12}",DERIVED
SMPL002|202606|202607|rec_managed__unified_managed_account|HOUSEHOLD|3,SMPL002|202606|202607|rec_managed__unified_managed_account,HOUSEHOLD,rec_managed__unified_managed_account,-7501.46,40.93,DOWN,4,"{""accounts_with_code_in_both_months"": [], ""accounts_with_code_in_from_month_only"": [], ""accounts_with_code_in_to_month_only"": [""SMPLACCT-2103""], ""formula"": ""-(to_non_credited_9E - from_non_credited_9E) \u2014 revenue leaving the 9E bucket returns to credited, and vice versa"", ""from_month_revenue_by_account"": {}, ""from_non_credited_9E"": 0, ""from_txn_count"": 0, ""reason_code"": ""9E"", ""to_month_revenue_by_account"": {""SMPLACCT-2103"": 7501.46}, ""to_non_credited_9E"": 7501.46, ""to_txn_count"": 1}",DERIVED
SMPL002|202606|202607|rec_managed__unified_managed_account|VOLUME|4,SMPL002|202606|202607|rec_managed__unified_managed_account,VOLUME,rec_managed__unified_managed_account,-5485.17,29.93,DOWN,5,"{""formula"": ""(to_txn_count - from_txn_count) * from_avg_txn_value"", ""from_avg_txn_value"": 5485.17, ""from_txn_count"": 5, ""to_txn_count"": 4}",REAL
SMPL002|202606|202607|rec_managed__jpmcap|DEAL_SIZE|1,SMPL002|202606|202607|rec_managed__jpmcap,DEAL_SIZE,rec_managed__jpmcap,4200.0,-22.92,UP,6,"{""formula"": ""to_txn_count * (to_avg_txn_value - from_avg_txn_value) - fee_rate_effect - billable_days_effect"", ""from_avg_txn_value"": 4400.0, ""from_txn_count"": 1, ""net_of_billable_days"": 0.0, ""net_of_fee_rate"": 0.0, ""note"": ""recurring group: FEE_RATE and BILLABLE_DAYS remain named drivers; this value effect is net of what they already claimed so the same dollars are not counted twice"", ""to_avg_txn_value"": 8600.0, ""to_txn_count"": 1}",REAL
SMPL002|202606|202607|rec_managed__unified_managed_account|DEAL_SIZE|5,SMPL002|202606|202607|rec_managed__unified_managed_account,DEAL_SIZE,rec_managed__unified_managed_account,-2016.29,11.0,DOWN,7,"{""formula"": ""to_txn_count * (to_avg_txn_value - from_avg_txn_value) - fee_rate_effect - billable_days_effect"", ""from_avg_txn_value"": 5485.17, ""from_txn_count"": 5, ""net_of_billable_days"": 0.0, ""net_of_fee_rate"": 0.0, ""note"": ""recurring group: FEE_RATE and BILLABLE_DAYS remain named drivers; this value effect is net of what they already claimed so the same dollars are not counted twice"", ""to_avg_txn_value"": 4981.1, ""to_txn_count"": 4}",REAL
SMPL002|202606|202607|rec_trails__mutual_funds|DEAL_SIZE|1,SMPL002|202606|202607|rec_trails__mutual_funds,DEAL_SIZE,rec_trails__mutual_funds,587.14,-3.2,UP,8,"{""formula"": ""to_txn_count * (to_avg_txn_value - from_avg_txn_value) - fee_rate_effect - billable_days_effect"", ""from_avg_txn_value"": 307.14, ""from_txn_count"": 7, ""net_of_billable_days"": 0.0, ""net_of_fee_rate"": 0.0, ""note"": ""recurring group: FEE_RATE and BILLABLE_DAYS remain named drivers; this value effect is net of what they already claimed so the same dollars are not counted twice"", ""to_avg_txn_value"": 405.0, ""to_txn_count"": 6}",REAL
SMPL002|202606|202607|rec_trails__mutual_funds|VOLUME|2,SMPL002|202606|202607|rec_trails__mutual_funds,VOLUME,rec_trails__mutual_funds,-307.14,1.68,DOWN,9,"{""formula"": ""(to_txn_count - from_txn_count) * from_avg_txn_value"", ""from_avg_txn_value"": 307.14, ""from_txn_count"": 7, ""to_txn_count"": 6}",REAL
SMPL002|202606|202607|rec_trails__annuities|CLAWBACK|1,SMPL002|202606|202607|rec_trails__annuities,CLAWBACK,rec_trails__annuities,156.0,-0.85,UP,10,"{""formula"": ""to_negative_total - from_negative_total"", ""from_negative_rows"": 3, ""from_negative_total"": -393.0, ""scope"": ""Annuities / Insurance / Life products only (FIX_SPEC_R10 D)"", ""to_negative_rows"": 2, ""to_negative_total"": -237.0}",REAL
SMPL002|202606|202607|nonrec_equities_and_options__equities|DEAL_SIZE|1,SMPL002|202606|202607|nonrec_equities_and_options__equities,DEAL_SIZE,nonrec_equities_and_options__equities,-19.81,0.11,DOWN,11,"{""formula"": ""to_txn_count * (to_avg_txn_value - from_avg_txn_value)"", ""from_avg_txn_value"": 140.96, ""from_txn_count"": 10, ""to_avg_txn_value"": 138.98, ""to_txn_count"": 10}",REAL
SMPL002|202606|202607|rec_managed__unified_managed_account|FEE_RATE|6,SMPL002|202606|202607|rec_managed__unified_managed_account,FEE_RATE,rec_managed__unified_managed_account,-13.88,0.08,DOWN,12,"{""assets_proxy"": 3120763.37, ""formula"": ""assets_proxy * (to_avg_rate_bps - from_avg_rate_bps) / 10000; assets_proxy = from_revenue / (from_avg_rate_bps/10000)"", ""from_avg_rate_bps"": 87.8819, ""from_revenue"": 27425.85, ""to_avg_rate_bps"": 87.8374}",REAL
SMPL002|202606|202607|nonrec_equities_and_options__equities|ELIGIBILITY|2,SMPL002|202606|202607|nonrec_equities_and_options__equities,ELIGIBILITY,nonrec_equities_and_options__equities,12.1,-0.07,UP,13,"{""excluded_reason_codes"": [""9E"", ""9G""], ""formula"": ""-(to_non_credited - from_non_credited) over all reason codes EXCEPT 9G (Inheritance) and 9E (Household), which carve their movement out of this driver \u2014 revenue moving to a non-credited reason code leaves credited revenue, and vice versa"", ""from_non_credited"": 145.87, ""from_txn_count"": 1, ""reason_codes"": [""91""], ""to_non_credited"": 133.77, ""to_txn_count"": 1}",REAL
SMPL002|202606|202607|nonrec_equities_and_options__equities|MIX|3,SMPL002|202606|202607|nonrec_equities_and_options__equities,MIX,nonrec_equities_and_options__equities,-12.1,0.07,DOWN,14,"{""change_amt"": -19.81, ""formula"": ""change_amt - sum(all attributed revenue drivers)"", ""sum_of_attributed_drivers"": 4.39}",DERIVED
SMPL002|202606|202607|__TOTAL__|MARKET|1,SMPL002|202606|202607|__TOTAL__,MARKET,__TOTAL__,0.0,-0.0,UP,15,"{""contribution"": 0.0, ""reason"": ""no index-return source""}",DUMMY
SMPL002|202606|202607|__TOTAL__|NET_FLOW|2,SMPL002|202606|202607|__TOTAL__,NET_FLOW,__TOTAL__,0.0,-0.0,UP,16,"{""contribution"": 0.0, ""reason"": ""flows feed stops 2026-01-30""}",DUMMY
SMPL003|202604|202605|nonrec_structured_products__structured_products|ONE_TIME|1,SMPL003|202604|202605|nonrec_structured_products__structured_products,ONE_TIME,nonrec_structured_products__structured_products,55500.0,165.11,UP,1,"{""file_keys"": [""twhs""], ""formula"": ""to_one_time - from_one_time"", ""from_one_time"": 0, ""from_txn_count"": 0, ""to_one_time"": 55500.0, ""to_txn_count"": 3}",REAL
SMPL003|202604|202605|rec_trails__mac|TIMING|1,SMPL003|202604|202605|rec_trails__mac,TIMING,rec_trails__mac,-8600.0,-25.58,DOWN,2,"{""billing_cycle"": ""quarterly"", ""formula"": ""to_revenue - from_revenue (quarterly billing falls in one month only)"", ""from_revenue"": 8600.0, ""to_revenue"": 0}",REAL
SMPL003|202604|202605|nonrec_annuities__variable|ONE_TIME|1,SMPL003|202604|202605|nonrec_annuities__variable,ONE_TIME,nonrec_annuities__variable,-7400.0,-22.01,DOWN,3,"{""file_keys"": [""l_a_ancomm""], ""formula"": ""to_one_time - from_one_time"", ""from_one_time"": 7400.0, ""from_txn_count"": 1, ""to_one_time"": 0, ""to_txn_count"": 0}",REAL
SMPL003|202604|202605|rec_managed__unified_managed_account|LOST_ACCOUNT|1,SMPL003|202604|202605|rec_managed__unified_managed_account,LOST_ACCOUNT,rec_managed__unified_managed_account,-2400.0,-7.14,DOWN,4,"{""account_absence_months"": 2, ""accounts"": [""SMPLACCT-3110""], ""accounts_present_only_in_from_month"": [""SMPLACCT-3110""], ""classification_rule"": ""Accounts with no recurring billing activity for 2 consecutive months (ACCOUNT_ABSENCE_MONTHS=2), evaluated at advisor level across recurring product lines; one-time and adjustment transactions (rev_nature ONE_TIME/ADJUSTMENT) never count as presence"", ""formula"": ""-(sum(credited_amt of recurring-nature rows of accounts with no recurring activity for ACCOUNT_ABSENCE_MONTHS consecutive months after the from-month)); recurring-class groups only"", ""from_month_revenue_by_account"": {""SMPLACCT-3110"": 2400.0}, ""from_month_revenue_of_lost_accounts"": 2400.0, ""months_confirmed_quiet_after"": [""202605"", ""202606""], ""presence_rev_natures_excluded"": [""ADJUSTMENT"", ""ONE_TIME""], ""txn_count"": 1}",REAL
SMPL003|202604|202605|rec_managed__advisory|VOLUME|1,SMPL003|202604|202605|rec_managed__advisory,VOLUME,rec_managed__advisory,-2220.0,-6.6,DOWN,5,"{""formula"": ""(to_txn_count - from_txn_count) * from_avg_txn_value"", ""from_avg_txn_value"": 2220.0, ""from_txn_count"": 2, ""to_txn_count"": 1}",REAL
SMPL003|202604|202605|rec_managed__unified_managed_account|BILLABLE_DAYS|2,SMPL003|202604|202605|rec_managed__unified_managed_account,BILLABLE_DAYS,rec_managed__unified_managed_account,-1413.64,-4.21,DOWN,6,"{""formula"": ""from_revenue * (to_billable_days - from_billable_days) / from_billable_days"", ""from_billable_days"": 22, ""from_revenue"": 31100.0, ""to_billable_days"": 21}",DERIVED
SMPL003|202604|202605|rec_managed__advisory|DEAL_SIZE|2,SMPL003|202604|202605|rec_managed__advisory,DEAL_SIZE,rec_managed__advisory,1407.27,4.19,UP,7,"{""formula"": ""to_txn_count * (to_avg_txn_value - from_avg_txn_value) - fee_rate_effect - billable_days_effect"", ""from_avg_txn_value"": 2220.0, ""from_txn_count"": 2, ""net_of_billable_days"": 0.0, ""net_of_fee_rate"": 0.0, ""note"": ""recurring group: FEE_RATE and BILLABLE_DAYS remain named drivers; this value effect is net of what they already claimed so the same dollars are not counted twice"", ""to_avg_txn_value"": 3627.27, ""to_txn_count"": 1}",REAL
SMPL003|202604|202605|rec_managed__unified_managed_account|DEAL_SIZE|3,SMPL003|202604|202605|rec_managed__unified_managed_account,DEAL_SIZE,rec_managed__unified_managed_account,-1086.37,-3.23,DOWN,8,"{""formula"": ""to_txn_count * (to_avg_txn_value - from_avg_txn_value) - fee_rate_effect - billable_days_effect"", ""from_avg_txn_value"": 6220.0, ""from_txn_count"": 5, ""net_of_billable_days"": 0.0, ""net_of_fee_rate"": 0.0, ""note"": ""recurring group: FEE_RATE and BILLABLE_DAYS remain named drivers; this value effect is net of what they already claimed so the same dollars are not counted twice"", ""to_avg_txn_value"": 6002.73, ""to_txn_count"": 5}",REAL
SMPL003|202604|202605|rec_managed__unified_managed_account|LATE_PROCESSING|4,SMPL003|202604|202605|rec_managed__unified_managed_account,LATE_PROCESSING,rec_managed__unified_managed_account,900.0,2.68,UP,9,"{""days_to_process_seen"": [100], ""formula"": ""-(to_late_excluded - from_late_excluded) \u2014 revenue processed more than 90 days after the trade leaves credited revenue, and vice versa"", ""from_late_excluded"": 900.0, ""from_txn_count"": 1, ""processing_days_limit"": 90, ""to_late_excluded"": 0, ""to_txn_count"": 0}",REAL
SMPL003|202604|202605|rec_managed__advisory|MIX|3,SMPL003|202604|202605|rec_managed__advisory,MIX,rec_managed__advisory,812.73,2.42,UP,10,"{""change_amt"": -812.73, ""formula"": ""change_amt - sum(all attributed revenue drivers)"", ""sum_of_attributed_drivers"": -2438.19}",DERIVED
SMPL003|202604|202605|rec_trails__mutual_funds|DEAL_SIZE|1,SMPL003|202604|202605|rec_trails__mutual_funds,DEAL_SIZE,rec_trails__mutual_funds,-755.0,-2.25,DOWN,11,"{""formula"": ""to_txn_count * (to_avg_txn_value - from_avg_txn_value) - fee_rate_effect - billable_days_effect"", ""from_avg_txn_value"": 519.0, ""from_txn_count"": 5, ""net_of_billable_days"": 0.0, ""net_of_fee_rate"": 0.0, ""note"": ""recurring group: FEE_RATE and BILLABLE_DAYS remain named drivers; this value effect is net of what they already claimed so the same dollars are not counted twice"", ""to_avg_txn_value"": 368.0, ""to_txn_count"": 5}",REAL
SMPL003|202604|202605|rec_trails__mutual_funds|MIX|2,SMPL003|202604|202605|rec_trails__mutual_funds,MIX,rec_trails__mutual_funds,617.95,1.84,UP,12,"{""change_amt"": -755.0, ""formula"": ""change_amt - sum(all attributed revenue drivers)"", ""sum_of_attributed_drivers"": -1990.9}",DERIVED
SMPL003|202604|202605|rec_managed__advisory|ELIGIBILITY|4,SMPL003|202604|202605|rec_managed__advisory,ELIGIBILITY,rec_managed__advisory,-610.91,-1.82,DOWN,13,"{""excluded_reason_codes"": [""9E"", ""9G""], ""formula"": ""-(to_non_credited - from_non_credited) over all reason codes EXCEPT 9G (Inheritance) and 9E (Household), which carve their movement out of this driver \u2014 revenue moving to a non-credited reason code leaves credited revenue, and vice versa"", ""from_non_credited"": 0, ""from_txn_count"": 0, ""reason_codes"": [""9L""], ""to_non_credited"": 610.91, ""to_txn_count"": 1}",REAL
SMPL003|202604|202605|rec_managed__unified_managed_account|MIX|5,SMPL003|202604|202605|rec_managed__unified_managed_account,MIX,rec_managed__unified_managed_account,513.64,1.53,UP,14,"{""change_amt"": -3486.37, ""formula"": ""change_amt - sum(all attributed revenue drivers)"", ""sum_of_attributed_drivers"": -4513.65}",DERIVED
SMPL003|202604|202605|rec_trails__mutual_funds|EXCLUDED_CHANGE|3,SMPL003|202604|202605|rec_trails__mutual_funds,EXCLUDED_CHANGE,rec_trails__mutual_funds,-500.0,-1.49,DOWN,15,"{""formula"": ""-(to_excluded - from_excluded) \u2014 a booking moving to an excluded reason code (e.g. deleted) leaves credited revenue, and vice versa"", ""from_excluded"": 0, ""from_txn_count"": 0, ""reason_codes"": [""9X""], ""to_excluded"": 500.0, ""to_txn_count"": 1}",REAL
SMPL003|202604|202605|nonrec_equities_and_options__equities|VOLUME|1,SMPL003|202604|202605|nonrec_equities_and_options__equities,VOLUME,nonrec_equities_and_options__equities,-422.57,-1.26,DOWN,16,"{""formula"": ""(to_txn_count - from_txn_count) * from_avg_txn_value"", ""from_avg_txn_value"": 140.86, ""from_txn_count"": 11, ""to_txn_count"": 8}",REAL
SMPL003|202604|202605|rec_managed__jpmcap|BILLABLE_DAYS|1,SMPL003|202604|202605|rec_managed__jpmcap,BILLABLE_DAYS,rec_managed__jpmcap,-218.18,-0.65,DOWN,17,"{""formula"": ""from_revenue * (to_billable_days - from_billable_days) / from_billable_days"", ""from_billable_days"": 22, ""from_revenue"": 4800.0, ""to_billable_days"": 21}",DERIVED
SMPL003|202604|202605|rec_managed__jpmcap|DEAL_SIZE|2,SMPL003|202604|202605|rec_managed__jpmcap,DEAL_SIZE,rec_managed__jpmcap,-218.18,-0.65,DOWN,18,"{""formula"": ""to_txn_count * (to_avg_txn_value - from_avg_txn_value) - fee_rate_effect - billable_days_effect"", ""from_avg_txn_value"": 4800.0, ""from_txn_count"": 1, ""net_of_billable_days"": 0.0, ""net_of_fee_rate"": 0.0, ""note"": ""recurring group: FEE_RATE and BILLABLE_DAYS remain named drivers; this value effect is net of what they already claimed so the same dollars are not counted twice"", ""to_avg_txn_value"": 4581.82, ""to_txn_count"": 1}",REAL
SMPL003|202604|202605|rec_managed__jpmcap|MIX|3,SMPL003|202604|202605|rec_managed__jpmcap,MIX,rec_managed__jpmcap,218.18,0.65,UP,19,"{""change_amt"": -218.18, ""formula"": ""change_amt - sum(all attributed revenue drivers)"", ""sum_of_attributed_drivers"": -654.54}",DERIVED
SMPL003|202604|202605|rec_managed__advisory|BILLABLE_DAYS|5,SMPL003|202604|202605|rec_managed__advisory,BILLABLE_DAYS,rec_managed__advisory,-201.82,-0.6,DOWN,20,"{""formula"": ""from_revenue * (to_billable_days - from_billable_days) / from_billable_days"", ""from_billable_days"": 22, ""from_revenue"": 4440.0, ""to_billable_days"": 21}",DERIVED
SMPL003|202604|202605|nonrec_mutual_funds__mutual_funds|ELIGIBILITY|1,SMPL003|202604|202605|nonrec_mutual_funds__mutual_funds,ELIGIBILITY,nonrec_mutual_funds__mutual_funds,-140.0,-0.42,DOWN,21,"{""excluded_reason_codes"": [""9E"", ""9G""], ""formula"": ""-(to_non_credited - from_non_credited) over all reason codes EXCEPT 9G (Inheritance) and 9E (Household), which carve their movement out of this driver \u2014 revenue moving to a non-credited reason code leaves credited revenue, and vice versa"", ""from_non_credited"": 131.0, ""from_txn_count"": 1, ""reason_codes"": [""92""], ""to_non_credited"": 271.0, ""to_txn_count"": 2}",REAL
SMPL003|202604|202605|nonrec_mutual_funds__mutual_funds|MIX|2,SMPL003|202604|202605|nonrec_mutual_funds__mutual_funds,MIX,nonrec_mutual_funds__mutual_funds,140.0,0.42,UP,22,"{""change_amt"": 0.0, ""formula"": ""change_amt - sum(all attributed revenue drivers)"", ""sum_of_attributed_drivers"": -280.0}",DERIVED
SMPL003|202604|202605|rec_trails__annuities|CLAWBACK|1,SMPL003|202604|202605|rec_trails__annuities,CLAWBACK,rec_trails__annuities,-139.0,-0.41,DOWN,23,"{""formula"": ""to_negative_total - from_negative_total"", ""from_negative_rows"": 1, ""from_negative_total"": -114.0, ""scope"": ""Annuities / Insurance / Life products only (FIX_SPEC_R10 D)"", ""to_negative_rows"": 2, ""to_negative_total"": -253.0}",REAL
SMPL003|202604|202605|rec_trails__mutual_funds|BILLABLE_DAYS|4,SMPL003|202604|202605|rec_trails__mutual_funds,BILLABLE_DAYS,rec_trails__mutual_funds,-117.95,-0.35,DOWN,24,"{""formula"": ""from_revenue * (to_billable_days - from_billable_days) / from_billable_days"", ""from_billable_days"": 22, ""from_revenue"": 2595.0, ""to_billable_days"": 21}",DERIVED
SMPL003|202604|202605|rec_cash_management__money_market_funds|BILLABLE_DAYS|1,SMPL003|202604|202605|rec_cash_management__money_market_funds,BILLABLE_DAYS,rec_cash_management__money_market_funds,-86.36,-0.26,DOWN,25,"{""formula"": ""from_revenue * (to_billable_days - from_billable_days) / from_billable_days"", ""from_billable_days"": 22, ""from_revenue"": 1900.0, ""to_billable_days"": 21}",DERIVED
SMPL003|202604|202605|rec_cash_management__money_market_funds|MIX|2,SMPL003|202604|202605|rec_cash_management__money_market_funds,MIX,rec_cash_management__money_market_funds,86.36,0.26,UP,26,"{""change_amt"": 0.0, ""formula"": ""change_amt - sum(all attributed revenue drivers)"", ""sum_of_attributed_drivers"": -172.72}",DERIVED
SMPL003|202604|202605|nonrec_equities_and_options__equities|DEAL_SIZE|2,SMPL003|202604|202605|nonrec_equities_and_options__equities,DEAL_SIZE,nonrec_equities_and_options__equities,-52.66,-0.16,DOWN,27,"{""formula"": ""to_txn_count * (to_avg_txn_value - from_avg_txn_value)"", ""from_avg_txn_value"": 140.86, ""from_txn_count"": 11, ""to_avg_txn_value"": 134.28, ""to_txn_count"": 8}",REAL
SMPL003|202604|202605|rec_trails__annuities|BILLABLE_DAYS|2,SMPL003|202604|202605|rec_trails__annuities,BILLABLE_DAYS,rec_trails__annuities,-37.73,-0.11,DOWN,28,"{""formula"": ""from_revenue * (to_billable_days - from_billable_days) / from_billable_days"", ""from_billable_days"": 22, ""from_revenue"": 830.0, ""to_billable_days"": 21}",DERIVED
SMPL003|202604|202605|rec_trails__annuities|MIX|3,SMPL003|202604|202605|rec_trails__annuities,MIX,rec_trails__annuities,37.73,0.11,UP,29,"{""change_amt"": -139.0, ""formula"": ""change_amt - sum(all attributed revenue drivers)"", ""sum_of_attributed_drivers"": -214.46}",DERIVED
SMPL003|202604|202605|nonrec_equities_and_options__equities|ELIGIBILITY|3,SMPL003|202604|202605|nonrec_equities_and_options__equities,ELIGIBILITY,nonrec_equities_and_options__equities,20.92,0.06,UP,30,"{""excluded_reason_codes"": [""9E"", ""9G""], ""formula"": ""-(to_non_credited - from_non_credited) over all reason codes EXCEPT 9G (Inheritance) and 9E (Household), which carve their movement out of this driver \u2014 revenue moving to a non-credited reason code leaves credited revenue, and vice versa"", ""from_non_credited"": 150.98, ""from_txn_count"": 1, ""reason_codes"": [""91""], ""to_non_credited"": 130.06, ""to_txn_count"": 1}",REAL
SMPL003|202604|202605|nonrec_equities_and_options__equities|MIX|4,SMPL003|202604|202605|nonrec_equities_and_options__equities,MIX,nonrec_equities_and_options__equities,-20.92,-0.06,DOWN,31,"{""change_amt"": -475.23, ""formula"": ""change_amt - sum(all attributed revenue drivers)"", ""sum_of_attributed_drivers"": -433.39}",DERIVED
SMPL003|202604|202605|__TOTAL__|MARKET|1,SMPL003|202604|202605|__TOTAL__,MARKET,__TOTAL__,0.0,0.0,UP,32,"{""contribution"": 0.0, ""reason"": ""no index-return source""}",DUMMY
SMPL003|202604|202605|__TOTAL__|NET_FLOW|2,SMPL003|202604|202605|__TOTAL__,NET_FLOW,__TOTAL__,0.0,0.0,UP,33,"{""contribution"": 0.0, ""reason"": ""flows feed stops 2026-01-30""}",DUMMY
SMPL003|202605|202606|nonrec_structured_products__structured_products|ONE_TIME|1,SMPL003|202605|202606|nonrec_structured_products__structured_products,ONE_TIME,nonrec_structured_products__structured_products,-55500.0,136.56,DOWN,1,"{""file_keys"": [""twhs""], ""formula"": ""to_one_time - from_one_time"", ""from_one_time"": 55500.0, ""from_txn_count"": 3, ""to_one_time"": 0, ""to_txn_count"": 0}",REAL
SMPL003|202605|202606|rec_trails__mac|TIMING|1,SMPL003|202605|202606|rec_trails__mac,TIMING,rec_trails__mac,8600.0,-21.16,UP,2,"{""billing_cycle"": ""quarterly"", ""formula"": ""to_revenue - from_revenue (quarterly billing falls in one month only)"", ""from_revenue"": 0, ""to_revenue"": 8600.0}",REAL
SMPL003|202605|202606|rec_managed__unified_managed_account|VOLUME|1,SMPL003|202605|202606|rec_managed__unified_managed_account,VOLUME,rec_managed__unified_managed_account,6002.73,-14.77,UP,3,"{""formula"": ""(to_txn_count - from_txn_count) * from_avg_txn_value"", ""from_avg_txn_value"": 6002.73, ""from_txn_count"": 5, ""to_txn_count"": 6}",REAL
SMPL003|202605|202606|rec_managed__unified_managed_account|DEAL_SIZE|2,SMPL003|202605|202606|rec_managed__unified_managed_account,DEAL_SIZE,rec_managed__unified_managed_account,-5815.16,14.31,DOWN,4,"{""formula"": ""to_txn_count * (to_avg_txn_value - from_avg_txn_value) - fee_rate_effect - billable_days_effect"", ""from_avg_txn_value"": 6002.73, ""from_txn_count"": 5, ""net_of_billable_days"": 0.0, ""net_of_fee_rate"": 0.0, ""note"": ""recurring group: FEE_RATE and BILLABLE_DAYS remain named drivers; this value effect is net of what they already claimed so the same dollars are not counted twice"", ""to_avg_txn_value"": 5033.53, ""to_txn_count"": 6}",REAL
SMPL003|202605|202606|rec_managed__unified_managed_account|NEW_ACCOUNT|3,SMPL003|202605|202606|rec_managed__unified_managed_account,NEW_ACCOUNT,rec_managed__unified_managed_account,5150.0,-12.67,UP,5,"{""account_absence_months"": 2, ""accounts"": [""SMPLACCT-3109""], ""accounts_present_only_in_to_month"": [""SMPLACCT-3109""], ""classification_rule"": ""Accounts with no recurring billing activity for 2 consecutive months (ACCOUNT_ABSENCE_MONTHS=2), evaluated at advisor level across recurring product lines; one-time and adjustment transactions (rev_nature ONE_TIME/ADJUSTMENT) never count as presence"", ""formula"": ""sum(credited_amt of recurring-nature rows of accounts appearing this month after ACCOUNT_ABSENCE_MONTHS consecutive months of no recurring activity); recurring-class groups only"", ""months_confirmed_quiet_before"": [""202604"", ""202605""], ""presence_rev_natures_excluded"": [""ADJUSTMENT"", ""ONE_TIME""], ""to_month_revenue_by_account"": {""SMPLACCT-3109"": 5150.0}, ""to_month_revenue_of_new_accounts"": 5150.0, ""txn_count"": 1}",REAL
SMPL003|202605|202606|rec_managed__advisory|VOLUME|1,SMPL003|202605|202606|rec_managed__advisory,VOLUME,rec_managed__advisory,3627.27,-8.93,UP,6,"{""formula"": ""(to_txn_count - from_txn_count) * from_avg_txn_value"", ""from_avg_txn_value"": 3627.27, ""from_txn_count"": 1, ""to_txn_count"": 2}",REAL
SMPL003|202605|202606|rec_managed__advisory|DEAL_SIZE|2,SMPL003|202605|202606|rec_managed__advisory,DEAL_SIZE,rec_managed__advisory,-2814.54,6.93,DOWN,7,"{""formula"": ""to_txn_count * (to_avg_txn_value - from_avg_txn_value) - fee_rate_effect - billable_days_effect"", ""from_avg_txn_value"": 3627.27, ""from_txn_count"": 1, ""net_of_billable_days"": 0.0, ""net_of_fee_rate"": 0.0, ""note"": ""recurring group: FEE_RATE and BILLABLE_DAYS remain named drivers; this value effect is net of what they already claimed so the same dollars are not counted twice"", ""to_avg_txn_value"": 2220.0, ""to_txn_count"": 2}",REAL
